,start_learning_rate,width,depth,l2_weight,train_loss,val_loss,train_acc,val_acc
0,1e-05,256.0,1.0,0.0,1.2423056364059448,1.3283580541610718,0.579120397567749,0.5333333611488342
1,1e-05,256.0,1.0,1e-05,1.240965723991394,1.3316395282745361,0.5825462937355042,0.5333333611488342
2,1e-05,256.0,1.0,0.0001,1.2630736827850342,1.3547388315200806,0.5822685360908508,0.5351851582527161
3,1e-05,256.0,2.0,0.0,1.1122812032699585,1.2221142053604126,0.6143055558204651,0.5559259057044983
4,1e-05,256.0,2.0,1e-05,1.094622254371643,1.2172489166259766,0.6259258985519409,0.5718518495559692
5,1e-05,256.0,2.0,0.0001,1.143140196800232,1.2581664323806763,0.6243518590927124,0.5692592859268188
6,1e-05,256.0,3.0,0.0,1.0730098485946655,1.1848914623260498,0.6251851916313171,0.5770370364189148
7,1e-05,256.0,3.0,1e-05,1.0817008018493652,1.1932255029678345,0.6247222423553467,0.5781481266021729
8,1e-05,256.0,3.0,0.0001,1.1442681550979614,1.247022032737732,0.6204166412353516,0.5759259462356567
9,1e-05,512.0,1.0,0.0,1.13813054561615,1.2590609788894653,0.6213889122009277,0.5629629492759705
10,1e-05,512.0,1.0,1e-05,1.1329996585845947,1.260306477546692,0.6222684979438782,0.554444432258606
11,1e-05,512.0,1.0,0.0001,1.1877020597457886,1.3118019104003906,0.6236110925674438,0.5677777528762817
12,1e-05,512.0,2.0,0.0,0.9644532203674316,1.1381340026855469,0.6736574172973633,0.5970370173454285
13,1e-05,512.0,2.0,1e-05,0.9868848323822021,1.149357557296753,0.6695370078086853,0.602222204208374
14,1e-05,512.0,2.0,0.0001,1.072920322418213,1.2296189069747925,0.6666666865348816,0.6003703474998474
15,1e-05,512.0,3.0,0.0,0.9068223834037781,1.078090786933899,0.6887962818145752,0.6144444346427917
16,1e-05,512.0,3.0,1e-05,0.9044798612594604,1.0943809747695923,0.6912962794303894,0.6155555844306946
17,1e-05,512.0,3.0,0.0001,1.0078623294830322,1.185295820236206,0.6866203546524048,0.6207407116889954
18,1e-05,1024.0,1.0,0.0,1.060867190361023,1.214058756828308,0.651712954044342,0.5699999928474426
19,1e-05,1024.0,1.0,1e-05,1.0710612535476685,1.2316913604736328,0.6519444584846497,0.5685185194015503
20,1e-05,1024.0,1.0,0.0001,1.1726487874984741,1.330348253250122,0.6566203832626343,0.5777778029441833
21,1e-05,1024.0,2.0,0.0,0.7988913059234619,1.0374267101287842,0.7344907522201538,0.6407407522201538
22,1e-05,1024.0,2.0,1e-05,0.82110196352005,1.0641322135925293,0.7371296286582947,0.6359259486198425
23,1e-05,1024.0,2.0,0.0001,0.9661912322044373,1.2036652565002441,0.7363888621330261,0.6333333253860474
24,1e-05,1024.0,3.0,0.0,0.6489529609680176,0.9587470889091492,0.7823148369789124,0.6685185432434082
25,1e-05,1024.0,3.0,1e-05,0.6787908673286438,0.9878461360931396,0.7792129516601562,0.6651852130889893
26,1e-05,1024.0,3.0,0.0001,0.8763284683227539,1.177899956703186,0.7793055772781372,0.6733333468437195
27,0.0001,256.0,1.0,0.0,1.0381361246109009,1.2421880960464478,0.6423147916793823,0.5662962794303894
28,0.0001,256.0,1.0,1e-05,0.9822543859481812,1.191447138786316,0.6673148274421692,0.5818518400192261
29,0.0001,256.0,1.0,0.0001,0.976879894733429,1.1972417831420898,0.6802777647972107,0.5918518304824829
30,0.0001,256.0,2.0,0.0,0.7367336750030518,1.0358401536941528,0.7468055486679077,0.6466666460037231
31,0.0001,256.0,2.0,1e-05,0.7369799613952637,1.0333038568496704,0.7517129778862,0.6437036991119385
32,0.0001,256.0,2.0,0.0001,0.7548670172691345,1.0621448755264282,0.7519444227218628,0.6437036991119385
33,0.0001,256.0,3.0,0.0,0.5502837300300598,0.9664560556411743,0.8144444227218628,0.6696296334266663
34,0.0001,256.0,3.0,1e-05,0.5810481905937195,0.983303427696228,0.8066666722297668,0.6751852035522461
35,0.0001,256.0,3.0,0.0001,0.6188436150550842,1.0145355463027954,0.8068055510520935,0.6796296238899231
36,0.0001,512.0,1.0,0.0,0.8901995420455933,1.1274744272232056,0.6970833539962769,0.6077777743339539
37,0.0001,512.0,1.0,1e-05,0.9023193120956421,1.148310661315918,0.6960185170173645,0.6037036776542664
38,0.0001,512.0,1.0,0.0001,0.9387179613113403,1.1802008152008057,0.6935648322105408,0.6074073910713196
39,0.0001,512.0,2.0,0.0,0.5841804146766663,1.0105540752410889,0.8050925731658936,0.6644444465637207
40,0.0001,512.0,2.0,1e-05,0.6050163507461548,0.9960225224494934,0.8006018400192261,0.6637036800384521
41,0.0001,512.0,2.0,0.0001,0.6540206074714661,1.038017988204956,0.7974073886871338,0.665925920009613
42,0.0001,512.0,3.0,0.0,0.3851414620876312,1.0216033458709717,0.8789351582527161,0.6914814710617065
43,0.0001,512.0,3.0,1e-05,0.4145700931549072,0.9931026697158813,0.8707870244979858,0.695555567741394
44,0.0001,512.0,3.0,0.0001,0.5064799785614014,1.0475335121154785,0.8617592453956604,0.6922222375869751
45,0.0001,1024.0,1.0,0.0,0.8563671112060547,1.1168018579483032,0.7096296548843384,0.602222204208374
46,0.0001,1024.0,1.0,1e-05,0.8406350612640381,1.1172592639923096,0.7196758985519409,0.6140740513801575
47,0.0001,1024.0,1.0,0.0001,0.907348096370697,1.159584641456604,0.709768533706665,0.6096296310424805
48,0.0001,1024.0,2.0,0.0,0.5158064961433411,0.9842429757118225,0.8330555558204651,0.678518533706665
49,0.0001,1024.0,2.0,1e-05,0.5028441548347473,1.0230246782302856,0.8393981456756592,0.6737037301063538
50,0.0001,1024.0,2.0,0.0001,0.5595112442970276,1.0612847805023193,0.8401851654052734,0.6725925803184509
