,start_learning_rate,width,depth,l2_weight,train_loss,val_loss,train_acc,val_acc
51,0.0001,1024.0,3.0,0.0,0.2611081600189209,1.1664390563964844,0.9222685098648071,0.6892592310905457
52,0.0001,1024.0,3.0,1e-05,0.3006806969642639,1.1277989149093628,0.9137963056564331,0.6888889074325562
53,0.0001,1024.0,3.0,0.0001,0.42276525497436523,1.1254329681396484,0.8971296548843384,0.6922222375869751
54,0.001,256.0,1.0,0.0,1.1412280797958374,1.3645747900009155,0.5970370173454285,0.5396296381950378
55,0.001,256.0,1.0,1e-05,0.9659229516983032,1.2174800634384155,0.6661111116409302,0.5899999737739563
56,0.001,256.0,1.0,0.0001,1.1531617641448975,1.3109780550003052,0.6036574244499207,0.5440740585327148
57,0.001,256.0,2.0,0.0,0.7643399834632874,1.0659211874008179,0.7255092859268188,0.6437036991119385
58,0.001,256.0,2.0,1e-05,0.7089366316795349,1.0219160318374634,0.752824068069458,0.6600000262260437
59,0.001,256.0,2.0,0.0001,0.7956900000572205,1.0554472208023071,0.7285647988319397,0.6511111259460449
60,0.001,256.0,3.0,0.0,0.5395783185958862,1.0636926889419556,0.8078703880310059,0.6759259104728699
61,0.001,256.0,3.0,1e-05,0.5461527109146118,1.0917061567306519,0.8094907402992249,0.6707407236099243
62,0.001,256.0,3.0,0.0001,0.6746818423271179,1.0509628057479858,0.7780092358589172,0.6670370101928711
63,0.001,512.0,1.0,0.0,0.938107430934906,1.2197673320770264,0.6667129397392273,0.5803703665733337
64,0.001,512.0,1.0,1e-05,0.9550328254699707,1.2070196866989136,0.67208331823349,0.5896296501159668
65,0.001,512.0,1.0,0.0001,1.0690765380859375,1.258561611175537,0.640925943851471,0.5796296000480652
66,0.001,512.0,2.0,0.0,0.7779886722564697,1.0627533197402954,0.7197685241699219,0.6455555558204651
67,0.001,512.0,2.0,1e-05,0.7294508814811707,1.035764217376709,0.7416666746139526,0.6537036895751953
68,0.001,512.0,2.0,0.0001,0.7566801309585571,1.04411780834198,0.7420833110809326,0.6637036800384521
69,0.001,512.0,3.0,0.0,0.4886466860771179,1.1411018371582031,0.8253240585327148,0.6629629731178284
70,0.001,512.0,3.0,1e-05,0.5402714610099792,1.0591630935668945,0.8133333325386047,0.6696296334266663
71,0.001,512.0,3.0,0.0001,0.7977385520935059,1.0769178867340088,0.7241666913032532,0.6433333158493042
72,0.001,1024.0,1.0,0.0,0.9990477561950684,1.2440036535263062,0.6439352035522461,0.5729629397392273
73,0.001,1024.0,1.0,1e-05,1.0402500629425049,1.292813777923584,0.6296296119689941,0.5559259057044983
74,0.001,1024.0,1.0,0.0001,1.0844684839248657,1.2779489755630493,0.6368981599807739,0.5651851892471313
75,0.001,1024.0,2.0,0.0,0.7509650588035583,1.0449175834655762,0.7293055653572083,0.6603703498840332
76,0.001,1024.0,2.0,1e-05,0.8219382762908936,1.0797615051269531,0.7055555582046509,0.6392592787742615
77,0.001,1024.0,2.0,0.0001,0.815548300743103,1.0923861265182495,0.7189815044403076,0.6429629921913147
78,0.001,1024.0,3.0,0.0,0.543421745300293,1.0897963047027588,0.8077315092086792,0.6625925898551941
79,0.001,1024.0,3.0,1e-05,0.6390054821968079,1.0555814504623413,0.7712500095367432,0.6607407331466675
80,0.001,1024.0,3.0,0.0001,0.7175895571708679,1.039788007736206,0.7588889002799988,0.6640740633010864
